0,3.07768
0.390625,3.08236
0.78125,3.09647
1.17188,3.12028
1.5625,3.15422
1.95312,3.19895
2.34375,3.25537
2.73438,3.32464
3.125,3.40831
3.51562,3.50836
3.90625,3.62734
4.29688,3.76859
4.6875,3.93647
5.07812,4.1368
5.46875,4.37747
5.85938,4.66937
6.25,5.02803
6.64062,5.47622
7.03125,6.04879
7.42188,6.80174
7.8125,7.8312
8.20312,9.31696
8.59375,11.6387
8.98438,15.7606
9.375,25.0572
9.76562,65.4029
10.1562,96.0725
10.5469,26.8969
10.9375,15.3856
11.3281,10.6602
11.7188,8.09577
12.1094,6.49409
12.5,5.4065
12.8906,4.62772
13.2812,4.05122
13.6719,3.61699
14.0625,3.28948
14.4531,3.04729
14.8438,2.87792
15.2344,2.77497
15.625,2.73675
16.0156,2.76578
16.4062,2.86913
16.7969,3.05997
17.1875,3.36104
17.5781,3.81199
17.9688,4.48547
18.3594,5.52625
18.75,7.26361
19.1406,10.6301
19.5312,19.6736
19.9219,119.437
20.3125,30.2579
20.7031,13.64
21.0938,8.89825
21.4844,6.65488
21.875,5.34736
22.2656,4.49099
22.6562,3.88637
23.0469,3.43644
23.4375,3.08833
23.8281,2.8108
24.2188,2.58421
24.6094,2.3956
25,2.23607
25.3906,2.0993
25.7812,1.98071
26.1719,1.87686
26.5625,1.78513
26.9531,1.70351
27.3438,1.63041
27.7344,1.56455
28.125,1.50491
28.5156,1.45066
28.9062,1.40109
29.2969,1.35565
29.6875,1.31384
30.0781,1.27525
30.4688,1.23954
30.8594,1.20642
31.25,1.17562
31.6406,1.14691
32.0312,1.12012
32.4219,1.09506
32.8125,1.07159
33.2031,1.04957
33.5938,1.02889
33.9844,1.00945
34.375,0.991146
34.7656,0.9739
35.1562,0.957638
35.5469,0.942291
35.9375,0.927799
36.3281,0.914107
36.7188,0.901165
37.1094,0.888928
37.5,0.877354
37.8906,0.866407
38.2812,0.85605
38.6719,0.846254
39.0625,0.83699
39.4531,0.82823
39.8438,0.81995
40.2344,0.812129
40.625,0.804746
41.0156,0.797782
41.4062,0.791219
41.7969,0.785042
42.1875,0.779236
42.5781,0.773787
42.9688,0.768684
43.3594,0.763913
43.75,0.759466
44.1406,0.755332
44.5312,0.751503
44.9219,0.74797
45.3125,0.744727
45.7031,0.741766
46.0938,0.739081
46.4844,0.736668
46.875,0.734521
47.2656,0.732637
47.6562,0.731011
48.0469,0.72964
48.4375,0.728522
48.8281,0.727655
49.2188,0.727036
49.6094,0.726666
